TRI Incident Number,ForceType,InjuryLevel,Member Injured,Rank Grouped,Assignment,Member Gender,Race
2022060962048,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022066962110,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022071962077,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022079962063,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022079962073,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022091962072,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022092962036,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022092962093,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022094962056,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022094962093,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022094962093,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022094962096,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022103962099,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2022125962056,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,HISPANIC
2020020962029,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020020962123,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020024962099,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020024962099,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020026962024,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020028962034,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020029962055,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020029962055,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020033962029,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020037962029,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020037962141,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020037962141,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020044962043,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020044962060,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020044962094,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020051962080,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020062962198,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020063962027,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020063962035,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020063962221,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020079962062,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020079962068,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020079962068,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020079962111,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020086962087,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020094962046,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020095962020,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020096962050,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020097962045,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020103962019,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020103962083,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020103962088,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020103962117,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020107962119,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020131962017,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020132962083,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020133962105,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020133962150,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020139962022,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020139962154,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020139962155,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020139962155,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021020962122,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021024962032,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021025962016,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021025962083,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021029962042,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021029962073,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021032962041,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021032962131,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021033962027,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021033962027,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021033962087,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021033962105,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021033962132,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021033962133,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021033962142,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021033962161,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021033962184,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021033962206,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021033962231,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021033962279,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021033962283,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021037962032,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021037962120,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021043962090,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021044962019,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021044962019,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021059962134,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021062962174,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021065962211,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021088962102,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021089962109,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021091962068,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021092962030,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021092962030,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021092962065,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021092962090,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021092962097,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021092962153,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021092962164,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021094962099,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021096962106,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021096962106,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021098962090,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021103962038,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021103962161,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021109962050,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021113962071,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021126962020,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021126962075,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021126962087,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021126962087,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021128962066,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021133962189,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021139962026,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021139962026,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021139962031,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021139962102,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2021140962061,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022020962052,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022020962052,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022020962055,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022025962057,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022029962053,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022033962053,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022033962108,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022033962117,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022033962171,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022033962171,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022033962188,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022033962189,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022037962025,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022043962016,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022044962087,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022052962022,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022052962059,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022059962113,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022079962087,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022080962034,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022080962040,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022080962040,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022080962059,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022090962026,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022090962042,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022091962072,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022098962049,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022098962076,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022098962099,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022100962052,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022103962109,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022107962062,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022121962035,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022125962059,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022127962059,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2022139962137,Physical Force,Physical Injury,Y,Police Officer,FIXED POST,MALE,WHITE
2020024962043,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020028962037,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020028962051,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020029962026,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020033962027,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020038962020,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020038962020,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020042962036,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020045962032,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020052962030,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020052962030,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020053962070,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020059962018,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020063962047,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020066962016,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020066962076,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020067962075,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020067962076,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020079962016,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020079962064,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020080962061,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020086962081,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020087962037,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020089962018,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020092962083,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020092962084,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020092962123,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020094962151,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020094962155,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020094962271,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020096962036,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020098962056,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020098962134,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020109962056,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020119962040,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020120962053,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020122962129,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020124962055,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020124962062,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020125962034,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020125962034,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020127962019,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020132962040,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020132962047,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020132962107,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020133962036,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020133962048,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020133962090,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2020140962044,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021028962067,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021029962071,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021039962037,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021059962033,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021059962277,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021060962058,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021063962032,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021063962104,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021063962251,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021067962063,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021079962096,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021086962168,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021089962123,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021092962107,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021094962087,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021102962032,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021109962091,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2021124962141,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2022024962089,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2022033962148,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2022036962019,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2022062962105,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2022063962096,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2022063962175,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2022066962095,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
2022069962048,Physical Force,Physical Injury,Y,Police Officer,ANTI-CRIME,MALE,WHITE
